department,disease,section,question,prompt,href,gpt_gene,extracted_text
骨科,骨恶性肿瘤,概述,骨恶性肿瘤的预后怎么样?,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：骨恶性肿瘤的预后怎么样?

**分类**：
",https://www.baidu.com/bh/dict/ydxx_8526053487704594050?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,其他预后,['其他预后']
急诊科,低血糖昏迷,概述,低血糖昏迷对大脑有损害吗？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：低血糖昏迷对大脑有损害吗？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_11244561868234330398?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,影响生活质量、影响寿命、其他预后,"['影响生活质量', '影响寿命', '其他预后']"
急诊科,低血糖昏迷,概述,怎么判断自己是不是低血糖？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：怎么判断自己是不是低血糖？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_11244561868234330398?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,症状、诊断依据,
急诊科,低血糖昏迷,概述,低血糖昏迷和高血糖昏迷的区别是什么？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：低血糖昏迷和高血糖昏迷的区别是什么？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_11244561868234330398?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,疾病之间的区别,['疾病之间的区别']
急诊科,低血糖昏迷,概述,低血糖晕倒了怎么急救？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：低血糖晕倒了怎么急救？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_11244561868234330398?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,急救方法,['急救方法']
心血管内科,稳定型心绞痛,治疗,若在接受正规药物治疗后仍然存在心绞痛发作情况，还可采取什么治疗措施？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：若在接受正规药物治疗后仍然存在心绞痛发作情况，还可采取什么治疗措施？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_10761628753264149100?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,治疗方法,['治疗方法']
心血管内科,稳定型心绞痛,治疗,当稳定型心绞痛发作时，什么药物可以快速改善心肌缺血症状？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：当稳定型心绞痛发作时，什么药物可以快速改善心肌缺血症状？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_10761628753264149100?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,"治疗方法, 急救方法","['治疗方法', '急救方法']"
妇产科,晚期产后出血,概述,晚期产后出血较常见的原因是什么？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：晚期产后出血较常见的原因是什么？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_11003572696332928442?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,发病诱因,['发病诱因']
妇产科,晚期产后出血,概述,怎么区分晚期产后出血与恶露？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：怎么区分晚期产后出血与恶露？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_11003572696332928442?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,疾病之间的区别,['疾病之间的区别']
妇产科,晚期产后出血,概述,晚期产后出血有什么危害？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：晚期产后出血有什么危害？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_11003572696332928442?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,"并发症

**问题**：冠心病和心绞痛有什么区别？

**分类**：疾病之间的区别

**问题**：哪些检查可以用来诊断糖尿病？

**分类**：检验检查

**问题**：高血压的发病机制是什么？

**分类**：发病机制

**问题**：如何急救突发心脏病？

**分类**：急救方法

**问题**：肺癌常见的症状有哪些？

**分类**：症状

**问题**：甲状腺炎一般就诊于哪个科室？

**分类**：就诊科室

**问题**：乳腺癌的治疗方法有哪些？

**分类**：治疗方法

**问题**：白内障的治疗作用机制是什么？

**分类**：治疗的作用机制

**问题**：护理老年人需要注意什么？

**分类**：日常护理和注意事项

**问题**：糖尿病对生活质量有什么影响？

**分类**：影响生活质量

**问题**：肺结核会影响寿命吗？

**分类**：影响寿命

**问题**：癌症的其他预后因素有哪些？

**分类**：其他预后

**问题**：鼻炎的流行病学特征有哪些？

**分类**：流行病学

**问题**：如何预防感冒？

**分类**：日常习惯预防

**问题**：定期体检有助于预防哪些疾病？

**分类**：定期体检预防

**问题**：早期发现对于治疗乳腺癌有什么好处？

**分类**：早期发现预防",
儿科,早产儿,概述,早产儿的发育和正常婴儿一样吗？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：早产儿的发育和正常婴儿一样吗？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_10930619764900988229?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,疾病之间的区别,['疾病之间的区别']
儿科,早产儿,概述,早产儿会合并脑瘫吗？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：早产儿会合并脑瘫吗？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_10930619764900988229?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,并发症,['并发症']
儿科,早产儿,概述,早产儿的存活率是多少？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：早产儿的存活率是多少？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_10930619764900988229?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,其他预后,['其他预后']
消化内科,十二指肠癌,概述,如何治疗十二指肠癌？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：如何治疗十二指肠癌？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_11222415745608543362?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,"治疗方法, 急救方法, 治疗的作用机制, 自限性, 并发症, 影响生活质量, 影响寿命, 其他预后",
消化内科,十二指肠癌,概述,如何确诊十二指肠癌？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：如何确诊十二指肠癌？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_11222415745608543362?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,诊断依据,['诊断依据']
泌尿外科,小阴茎,概述,阴茎多小可确诊为阴茎短小？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：阴茎多小可确诊为阴茎短小？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_10909050241461065936?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,日常习惯预防,['日常习惯']
泌尿外科,小阴茎,概述,确诊阴茎短小后应该如何治疗？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：确诊阴茎短小后应该如何治疗？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_10909050241461065936?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,"治疗方法, 日常护理和注意事项, 自限性",
泌尿外科,小阴茎,概述,阴茎短小对日常生活有什么影响？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：阴茎短小对日常生活有什么影响？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_10909050241461065936?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,影响生活质量,['影响生活质量']
皮肤性病科,白头粉刺,概述,白头粉刺可以用维A酸乳膏吗？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：白头粉刺可以用维A酸乳膏吗？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_11286645598525573111?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,治疗方法,['治疗方法']
皮肤性病科,白头粉刺,概述,黑头粉刺和白头粉刺的区别是什么？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：黑头粉刺和白头粉刺的区别是什么？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_11286645598525573111?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,疾病之间的区别,['疾病之间的区别']
皮肤性病科,白头粉刺,概述,白头粉刺要不要挤出来？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：白头粉刺要不要挤出来？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_11286645598525573111?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,日常护理和注意事项,['日常护理和注意事项']
精神心理科,性窒息,概述,性窒息死亡是自杀吗？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：性窒息死亡是自杀吗？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_10735737436209773342?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,其他预后,['其他预后']
精神心理科,性窒息,概述,为什么会采用“脑缺氧、窒息”的手段获得性高潮？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：为什么会采用“脑缺氧、窒息”的手段获得性高潮？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_10735737436209773342?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,发病机制,['发病机制']
精神心理科,性窒息,概述,哪些人容易出现性窒息死亡？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：哪些人容易出现性窒息死亡？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_10735737436209773342?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,死亡原因,
精神心理科,性窒息,概述,性窒息的发生率有多少？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：性窒息的发生率有多少？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_10735737436209773342?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,流行病学,['流行病学']
儿科,新生儿坏死性小肠结肠炎,日常,坏死性小肠结肠炎患儿出院后要注意什么？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：坏死性小肠结肠炎患儿出院后要注意什么？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_10633824845971890401?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,日常护理和注意事项,['日常护理和注意事项']
儿科,新生儿坏死性小肠结肠炎,日常,发生新生儿坏死性小肠结肠炎后，宝宝还能喝母乳吗？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：发生新生儿坏死性小肠结肠炎后，宝宝还能喝母乳吗？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_10633824845971890401?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,疾病介绍，症状，治疗方法，并发症,
神经外科,烟雾病,概述,什么是烟雾病？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：什么是烟雾病？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_7792352513799430981?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,疾病介绍,['疾病介绍']
神经外科,烟雾病,概述,烟雾病的症状有哪些？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：烟雾病的症状有哪些？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_7792352513799430981?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,症状,['症状']
神经外科,烟雾病,概述,烟雾病能治愈吗？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：烟雾病能治愈吗？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_7792352513799430981?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,其他预后,['其他预后']
神经外科,烟雾病,概述,烟雾病死亡率高吗？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：烟雾病死亡率高吗？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_7792352513799430981?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,"影响生活质量, 影响寿命, 流行病学",
神经外科,烟雾病,概述,烟雾病患者能活多久？（烟雾病患者的寿命？）,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：烟雾病患者能活多久？（烟雾病患者的寿命？）

**分类**：
",https://www.baidu.com/bh/dict/ydxx_7792352513799430981?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,影响寿命,['影响寿命']
皮肤性病科,化脓性肉芽肿,概述,化脓性肉芽肿怎么治疗？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：化脓性肉芽肿怎么治疗？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_10672323395214943162?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,治疗方法,['治疗方法']
皮肤性病科,化脓性肉芽肿,概述,化脓性肉芽肿会癌变吗？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：化脓性肉芽肿会癌变吗？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_10672323395214943162?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,并发症,['并发症']
皮肤性病科,化脓性肉芽肿,概述,化脓性肉芽肿会自愈吗？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：化脓性肉芽肿会自愈吗？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_10672323395214943162?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,自限性,['自限性']
神经内科,脑血管瘤,预后,脑血管瘤栓塞术后需要终身服药吗？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：脑血管瘤栓塞术后需要终身服药吗？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_11167564769748224876?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,影响寿命,['影响寿命']
神经内科,脑血管瘤,预后,脑血管瘤栓塞术后很容易复发吗？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：脑血管瘤栓塞术后很容易复发吗？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_11167564769748224876?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,其他预后,['其他预后']
